공고번호,회사명,공고제목,지역,경력,기술스택/분야
54076440,(주)워드바이스,[Wordvice] 콘텐츠 그로쓰 마케터 인턴 채용,서울 강남구,신입·경력,콘텐츠디자인 / 마케팅기획 / 마케팅
54099517,(주)메이킷올,청소년 SW·AI 교육사업 운영관리 팀원 모집,서울 강서구,경력무관,교육행정 / 사무행정 / 경영지원
54103892,(주)아이피아,(주)아이피아 파이썬 백엔드 및 AI 앱 개발자 신입 채용 공고,서울 강남구,경력무관,소프트웨어개발
54091193,(주)아이솔,웹 개발자 모집,대구 달서구,경력무관,웹디자인 / 소프트웨어개발
54093241,에이스코어(주),사업관리 및 개발자를 모십니다.(신입/경력),서울 종로구,신입·경력,웹개발 / SI개발 / 사업관리
54102116,센트럴팜(주),"[센트럴팜(주)] 온라인 쇼핑몰 MD / CS, AMD 경력직 채용",서울 강남구,경력3년↑,기획MD / 브랜드MD / 온라인MD / AMD / 건강기능식품
54106866,(주)펜타게이트,"AI활용 연구개발 인원 채용 공고(신입, 경력)",인천 연수구,신입·경력,Python / C++ / C#
54107940,(주)스마트뱅크,"AI 서비스 플랫폼 백엔드 개발자 모집(PYTHON, JAVA)",부산 연제구,경력3년↑,딥러닝 / AI(인공지능) / Python
54108054,(주)고른,정보보안 컨설턴트 채용,경기 화성시,신입·경력,정보보안 / 보안컨설팅 / 보안
54097849,(주)차이,플랫폼 개발자 채용,대전 동구,경력 4~20년,웹개발 / 웹마스터 / 퍼블리셔
54101358,(주)4링크스,Firmware 엔지니어 채용,경기 성남시 수정구,경력무관,반도체 / 반도체 / IC설계
54111759,(주)시큐어넷,화장품 임상·시험 담당자 채용,서울 서초구,경력무관,임상PM / CRA(임상연구원) / 교육상담 / SI·시스템통합
54106807,(주)프람트테크놀로지,2026년 SW개발분야 산업기능요원 채용 (병역특례-보충역),서울 강남구,신입,DBA / SI·시스템통합 / 소프트웨어개발
54106808,티에스퓨처(주),"[SK브로드밴드] 전산업무, 영업지원(영업X), 초보자 가능",서울 서초구,경력무관,거래처관리 / 사무보조 / 영업지원
54108428,라인페이플러스(주),LINE Pay 정보보안 담당자,경기 성남시 분당구,경력5년↑,소프트웨어개발
54107479,(주)킹스맨,공유오피스 디노플레이스 매장관리자 경력무관 채용.,경북 포항시 북구,경력무관,사무보조 / 서류관리 / 원고작성
54103349,(주)하들소프트,[대전시] 모바일 게임 2D 디자인 (아트) 모집,대전 유성구,경력무관,원화 / 게임디자인
54108340,(주)지에이치이노텍,[기술개발연구소] 모바일 앱 및 웹 개발자 구인,부산 금정구,경력무관,앱디자인 / 앱기획 / 의료기기
54108577,칸컴스(주),카네어스(주) 고객서비스팀(CS) 신입 사원 모집합니다.,서울 구로구,경력무관,사무보조 / 문서작성 / 자료입력
54110276,(주)퓨처드라이브,[퓨처드라이브] 자율주행차 운영/시스템 관리 요원(오퍼레이터),대구 달성군,경력무관,자율주행 / 운전 / 소프트웨어개발
54121868,(주)인디제이,인디제이(inDJ AI) - AI/Python 개발자 채용,광주 북구,경력무관,소프트웨어개발
54110777,스텝인더스트리(주),경리 및 구매업무 보조(신입/경력),세종특별자치시,경력무관,구매관리 / 재고관리 / 출고/출하 / 하드웨어
54111432,(주)스마트뱅크,(주)스마트뱅크에서 정부 R&D 과제관리·정산 담당을 찾고 있어요,부산 연제구,경력3년↑,전산회계 / 사업관리 / 예산관리
54109887,유이소프트(주),[경력] 공공 SI 웹 개발자 모집  / 유지보수 경력 인정 안함,대전 서구,경력 3~5년,Javascript / SI개발 / Spring
54110702,솔라라이즈(주),솔라라이즈(주) 제품기술 엔지니어로 함께 성장해요,경북 포항시 남구,경력무관,R&D / 연구원 / R&D기획
54115972,(주)팜에이스,[팜에이스] 건강식품 브랜드 체크오 퍼포먼스 콘텐츠 마케터,서울 서초구,신입·경력,마케팅전략 / 온라인마케팅 / 글로벌마케팅
54108453,(주)큐라엘,[큐라엘] 헬스케어 의료 데이터 분석/전문가 경력 채용,서울 강남구,경력 5~20년,데이터엔지니어 / 데이터라벨링 / 데이터마이닝
54121165,(주)코리아티엠,[정규직] 구직활동 지원 단순상담 잡매니저 채용(신입/경력),서울 중구,경력무관,자료입력 / 서류관리 / 인바운드
54117010,(주)사일로랩,[사일로랩(SILO Lab)] 미디어 전시 기획 및 PM(팀장) 모집,서울 성동구,경력 8~15년,건축설계 / 3D디자인 / 뉴미디어
54119400,네이버제트(주),[NAVER Z] 7월 전분야 체험형 인턴(AI 챗봇 콘텐츠 운영),경기 성남시 분당구,신입,챗봇 / 이벤트프로모션 / AIX
54119958,(주)데이터메티카,[판교/정규직] LLM AI 개발자 채용,경기 성남시 분당구,경력무관,딥러닝 / AI(인공지능) / 서비스기획
54118653,(주)밸리언트데이터,(주)밸리언트데이터에서 Python Web Full-Stack 개발자를 찾고 있어요,경기 성남시 분당구,경력무관,웹호스팅
54122891,솔라라이즈(주),솔라라이즈(주) 제품기술 엔지니어,서울 서초구,경력무관,R&D / 연구원 / R&D기획
54122192,플렉토리(주),플렉토리(주) 제조 DX를 위한 AI·빅데이터 통합 플랫폼 개발,경기 성남시 수정구,경력무관,빅데이터 / Pytorch / 백엔드/서버개발
54125303,(주)아스포즈,(주)아스포즈 하반기 채용 (R&D개발),경기 하남시,경력1년↑,유지보수 / 앱개발 / Unity
54119808,엘앤비,[실적만큼 확실한 보상] 쿠팡 MD 채용(수평적 영어 닉네임 문화),대구 북구,경력1년↑,브랜드MD / 온라인MD / AMD / 상품관리 / 시장조사
54125643,(주)위즈콘,"문구,교육용품 쇼핑몰 운영자(웹기획 및 MD) 모집.",경기 평택시,경력3년↑,SNS마케팅 / 콘텐츠기획 / 광고마케팅
54125887,(주)코리아티엠,[정규직/경력무관] 육성팀(경영지원) 채용담당자(총무) 모집,서울 중구,경력무관,서류관리 / 사내행사 / 사무행정
54119081,(주)카택스,"[카택스] 고객 경험을 개선하는, 운영기획 CX 매니저를 찾습니다",대구 달서구,경력무관,PL(프로젝트리더) / 컨설턴트 / 기획
54119267,네이버제트(주),[NAVER Z] 7월 전분야 체험형 인턴(AI 챗봇 콘텐츠 기획/제작),경기 성남시 분당구,신입,콘텐츠마케팅 / 콘텐츠에디터 / 챗봇
54119495,네이버제트(주),[NAVER Z] 7월 전분야 체험형 인턴(제페토 월드 운영 기획),경기 성남시 분당구,신입,이벤트프로모션 / 크리에이터 / 마케팅기획
54127152,(주)약손명가헬스케어,'경영지원팀 경영지원 담당자 (대리 급)'을 모집합니다,서울 성동구,경력3년↑,회계결산 / 경리 / 법인세신고
54133465,(주)대한몰,[쇼핑몰 물류팀] 상품 피킹·패킹 및 창고 재고관리 담당자 채용,경기 오산시,경력2년↑,품질검사원 / 지게차 / 주문관리
54093425,(주)포유씨큐리티,[신입/경력] 교육사업부 직원 (정부사업관리 및 운영)채용,서울 금천구,신입·경력,교육행정 / 교육기획 / 교수설계 / 교육콘텐츠개발
54112493,(주)대영정보기술,DELL/HP 서버설치 및 운영 엔지니어 모집-분당상주 [신입/경력],서울 금천구,경력무관,트러블슈팅 / IDC / VMware
53601726,(주)비욘드이엔티,음반기획/공연기획/해외마케팅 신입사원 채용,서울 강서구,신입·경력,글로벌마케팅 / SNS / 사운드엔지니어
53633346,모터베이,쇼핑몰 업무 온라인쇼핑몰 관리 / 제조관리 / 재고 출고업무,경기 광명시,경력무관,거래처관리 / 고객관리 / 영업지원
53633338,모터베이,쇼핑몰 업무 온라인쇼핑몰 관리 / 해외 소싱 업무 / 거래처 관리,경기 광명시,경력무관,거래처관리 / 고객관리 / 영업지원
53746330,(주)이노시스컴퍼니,(주)이노시스컴퍼니에서 사무보조를 모집해요,서울 구로구,경력무관,SI·시스템통합
53749830,(주)네오에이블,경영지원 사원 모집 공고(정규직),강원 원주시,경력무관,문서작성 / 사무행정 / 경영지원
53764361,(주)커버링,"커버링 CS 매니저(재택근무, 계약직)",서울 종로구,경력1년↑,CS / 소프트웨어개발
53844211,메타솔(주),반도체 첨단패키징 분야 인재 채용,경기 수원시 권선구,경력무관,R&D / 연구원 / 고분자
53859869,(주)제온스,백엔드개발자(JAVA) 신입 및 경력 모집,서울 강남구,신입·경력,SQL / MySQL / PostgreSQL
53849558,(주)코드넛,[신입/경력] 코드넛과 함께 성장할 프론트개발자 구인,서울 강남구,경력무관,Javascript / CSS / HTML
53861086,(주)코드넛,[신입/경력] 코드넛과 함께 성장할 경영지원 매니저 구인,서울 강남구,경력무관,사무행정 / 경영지원 / 솔루션업체 / 소프트웨어개발
53859405,데이터플로,데이터플로 인공지능 AI 모델 개발자 채용 공고,서울 영등포구,경력무관,딥러닝 / AI(인공지능) / 빅데이터
53867939,(주)비전브이아이텍,"[웹개발] 경력,신입사원(JAVA)정직원을 모집 함.",서울 구로구,경력무관,Java / C# / .NET
53880135,(주)클러쉬,(주)클러쉬 재무/회계 업무 담당 인재 모집,서울 강남구,경력5년↑,SI·시스템통합 / 소프트웨어개발
53880606,에이카랩스(주),[에이카랩스] 브랜드 온라인 MD 채용 (주3일 재택),서울 관악구,경력5년↑,기획MD / 리테일MD / 브랜드MD / 온라인MD / 유통MD
53899438,월드오피스,사무용장비 경리업무 경력직 채용 - 월드오피스,부산 부산진구,경력3년↑,경리 / 경리사무원 / 하드웨어 / 장비구축 / 유지보수
53875747,(주)인디고,(주)인디고에서 연구행정·사무보조 경영지원을 함께 해요,광주 남구,신입,사무직 / 사무보조 / 문서작성
53901675,넷킬러(주),회사의 일상을 함께 가꿔갈 총무/경영지원 담당자 채용,경기 성남시 수정구,경력무관,경영기획 / 행사기획 / 4대보험
53916727,(주)제이케이컴퍼니,2026년 2분기 슈망 발주관리팀 정직원 채용,경남 김해시,경력무관,수출입 / 통관 / 사무보조
53903449,(주)코드넛,[신입/경력] 코드넛과 함께할 UI/UX 디자이너를 찾고 있습니다.,서울 강남구,경력무관,UI/UX디자인 / PhotoShop / CSS3
53942710,플로우교육(주),[플로우교육/분당]  총무기획팀 팀원 모집 (사원급),경기 성남시 분당구,신입·경력,총무 / 비품관리 / 사내행사 / 경영지원 / IT학원
53967300,(주)레진엔터테인먼트,[다우키움 계열사] AI 콘텐츠 빌더,서울 성동구,경력3년↑,Python / 시각디자인 / 그래픽디자인
53966747,(주)프렌트립,마케팅 담당자,서울 성동구,경력무관,마케팅전략 / 온라인마케팅 / 글로벌마케팅
53986571,이노매니지먼트(주),[이노비즈버드(주)] 인사총무 업무,서울 강남구,경력 3~20년,총무 / 전산총무 / 인사교육 / 인사기획 / 인사행정
54016668,(주)아이옵스,"[인공위성그룹] 인사총무팀 경력 인재 채용(대리,과장급)",대전 서구,경력 2~13년,채용담당자 / HRD / HRM / 급여(Payroll) / 법정의무교육
54028263,(주)레진엔터테인먼트,[다우키움 계열사] 키다리스튜디오 레진코믹스/봄툰 웹툰 PD,서울 성동구,경력무관,만화/웹툰 / 만화/웹툰 / 만화/웹툰 / 컨텐츠제공
54017571,(주)한국모니터링시스템,[정규직] 소프트웨어 개발 C#/C/영상처리  로봇제어,서울 영등포구,신입·경력,C++ / C언어 / C#
54021551,(주)백패커,[백패커] Data Engineer,서울 서초구,경력무관,기술지원 / 데이터 사이언티스트 / 쇼핑몰
54027255,(주)레진엔터테인먼트,[다우키움 계열사] 레진코믹스 글로벌 콘텐츠 디자이너 (1-2년),서울 성동구,신입·경력,그래픽디자인 / 브랜드디자인 / BX디자인
54028271,(주)레진엔터테인먼트,[다우키움 계열사] 편집부 웹툰 기획 PD,서울 성동구,경력무관,만화/웹툰 / 만화/웹툰 / 만화/웹툰 / 컨텐츠제공
54027344,(주)레진엔터테인먼트,[다우키움 계열사] 레진코믹스 굿즈 IP글로벌 파트너십 담당,서울 성동구,신입·경력,기획MD / 리테일MD / 오프라인MD / 온라인MD / 유통MD
54038182,(주)라이너스,(주)라이너스 LXP 개발팀 서비스 기획자를 찾고 있어요,서울 강남구,경력무관,교육기획 / 기술기획 / 마케팅기획
54044379,(주)이노시스컴퍼니,(주)이노시스컴퍼니 JAVA 신입/경력 개발자 모집,서울 구로구,경력무관,Java / Windows / OracleDB
54042281,(주)랩도쿠,[헤리터] 제품 디자이너 주니어,서울 성동구,신입,산업디자인 / 주방용품 / 라이노 / Blender / 전자상거래
54061829,마드라스체크(주),[협업툴 플로우] 엔터프라이즈 개발자 (신입),서울 영등포구,신입,웹개발 / Java / SI·시스템통합
54048537,(주)코림코퍼레이션,수출 사무업무 및 경영지원 정규직 채용 공고(경력무관),대구 중구,경력무관,경영지원 / 섭외TM / 전자상거래
54073336,주식회사 칸정보기술,"C#, Python 개발자 채용",서울 강서구,경력,유지보수 / 앱개발 / 웹개발
54062685,에이아이콴텍 주식회사,[AI콴텍] AI퀀트 운용역 채용,서울 영등포구,경력무관,Python / 빅데이터 / 데이터분석가
54075600,(주)에스에스엘케이에이치,쇼핑몰 핫핑에서 웹디자인 직원을 모집합니다. (경력무관),부산 해운대구,경력무관,일러스트레이터 / 웹디자인 / 삽화
54096863,(주)라이프컬처,온라인 AMD 및 사무보조 모집,서울 마포구,경력무관,문서작성 / 자료입력 / 서무
54087716,씨맥스주식회사,경영지원·인사·회계 일경험인턴 모집,경남 창원시 의창구,경력무관,경영기획 / 경영분석 / 경리
54089353,네오폰스(주),"네오폰스(주) 국책과제 및 사무보조채용 (출산,육아휴직 대체)",대구 북구,경력1년↑,자료입력 / 전화응대 / 서류관리
54089399,(주)에스이티시스템,[채용] 대한민국의 우주 기상을 연구할 인재를 찾습니다,서울 서초구,경력무관,데이터분석가 / 기술지원 / R&D
54090981,(주)게임덱스,[정규직]웹 서비스 - 웹 기획자 직무 채용 (경력무관),경기 성남시 분당구,경력무관,MSSQL / Java / Linux
54091512,성화테크,- 기술영업 및 경영부서(총무/회계/기획) 정규직 채용공고,대전 유성구,경력무관,SI영업 / 시스템영업 / 총무
